% Version 1.00
%
%freq[Hz],re:Trc13_S21,im:Trc13_S21,
4.960000000000000E+009,-3.393409306677030E-001,-7.386274226828872E-001,
4.965000000000000E+009,-3.453352747383296E-001,-7.348012777741301E-001,
4.970000000000000E+009,-3.513293675489197E-001,-7.310093171803733E-001,
4.975000000000000E+009,-3.568473340570794E-001,-7.269479738143705E-001,
4.980000000000000E+009,-3.619305769692172E-001,-7.232661242468745E-001,
4.985000000000000E+009,-3.667982260672824E-001,-7.208085018105949E-001,
4.990000000000000E+009,-3.716864701140012E-001,-7.184316970822540E-001,
4.995000000000000E+009,-3.767796591267287E-001,-7.162565560762368E-001,
5.000000000000000E+009,-3.823604587379170E-001,-7.142908964443150E-001,
5.005000000000000E+009,-3.879737879271724E-001,-7.125650926539471E-001,
5.010000000000000E+009,-3.940118020301500E-001,-7.111920680288904E-001,
5.015000000000000E+009,-4.012503170102063E-001,-7.088415418823604E-001,
5.020000000000000E+009,-4.082264491743385E-001,-7.062137639923993E-001,
5.025000000000000E+009,-4.151296009947175E-001,-7.037188638397535E-001,
5.030000000000000E+009,-4.216293047159698E-001,-7.006186841570513E-001,
5.035000000000000E+009,-4.280966306592167E-001,-6.980639932757443E-001,
5.040000000000000E+009,-4.352919614041269E-001,-6.946068029840634E-001,
5.045000000000000E+009,-4.426135512238887E-001,-6.911855511964891E-001,
5.050000000000000E+009,-4.495902044667416E-001,-6.869571176929665E-001,
5.055000000000000E+009,-4.565394882854749E-001,-6.830764641498320E-001,
5.060000000000000E+009,-4.634459767026908E-001,-6.786280695794658E-001,
5.065000000000000E+009,-4.699908254796984E-001,-6.730858892447584E-001,
5.070000000000000E+009,-4.758746804522789E-001,-6.677880593225607E-001,
5.075000000000000E+009,-4.819559159613231E-001,-6.622596492961492E-001,
5.080000000000000E+009,-4.872406361291179E-001,-6.557959848055315E-001,
5.085000000000000E+009,-4.916230994237561E-001,-6.495844739898881E-001,
5.090000000000000E+009,-4.963226819557959E-001,-6.439862504548939E-001,
5.095000000000000E+009,-4.991868080795007E-001,-6.387583661887841E-001,
5.100000000000000E+009,-5.031460992627198E-001,-6.335777804822190E-001,
5.105000000000000E+009,-5.057761617086362E-001,-6.288200592945688E-001,
5.110000000000000E+009,-5.091347924550661E-001,-6.243876496005807E-001,
5.115000000000000E+009,-5.129642590784129E-001,-6.211202978108171E-001,
5.120000000000000E+009,-5.164609815070419E-001,-6.186069313987339E-001,
5.125000000000000E+009,-5.215927982164622E-001,-6.153811046255204E-001,
5.130000000000000E+009,-5.259385694605356E-001,-6.126730678405234E-001,
5.135000000000000E+009,-5.315466828904065E-001,-6.096331832779235E-001,
5.140000000000000E+009,-5.370984565607565E-001,-6.060150320909973E-001,
5.145000000000000E+009,-5.426139474817072E-001,-6.032272782210209E-001,
5.150000000000000E+009,-5.485093721592994E-001,-6.002266157635902E-001,
5.155000000000000E+009,-5.546195540898702E-001,-5.965491961595383E-001,
5.160000000000000E+009,-5.606582292480612E-001,-5.924879418909177E-001,
5.165000000000000E+009,-5.667421087979746E-001,-5.882213403318937E-001,
5.170000000000000E+009,-5.727776380559138E-001,-5.834931560890355E-001,
5.175000000000000E+009,-5.782295957936630E-001,-5.792279163454857E-001,
5.180000000000000E+009,-5.831308649985494E-001,-5.745306920288231E-001,
5.185000000000000E+009,-5.888661963756265E-001,-5.706421997064266E-001,
5.190000000000000E+009,-5.949906757044481E-001,-5.661916222816681E-001,
5.195000000000000E+009,-6.008514641169944E-001,-5.620418106523432E-001,
5.200000000000000E+009,-6.075311763959688E-001,-5.560230042515215E-001,
5.205000000000000E+009,-6.134510108394849E-001,-5.498636416983440E-001,
5.210000000000000E+009,-6.192608932626299E-001,-5.434052748367556E-001,
5.215000000000000E+009,-6.240962308029936E-001,-5.365569581790567E-001,
5.220000000000000E+009,-6.287216990083275E-001,-5.298680060100809E-001,
5.225000000000000E+009,-6.329593107739263E-001,-5.228288353286609E-001,
5.230000000000000E+009,-6.374619392346166E-001,-5.160583485363823E-001,
5.235000000000000E+009,-6.408768000707410E-001,-5.097725810304242E-001,
5.240000000000000E+009,-6.446081868008122E-001,-5.028238288001050E-001,
5.245000000000000E+009,-6.473418447146636E-001,-4.968964987160320E-001,
5.250000000000000E+009,-6.508221084242667E-001,-4.909937566719030E-001,
5.255000000000000E+009,-6.536505574719319E-001,-4.855529116249748E-001,
5.260000000000000E+009,-6.565645096632435E-001,-4.809874484506340E-001,
5.265000000000000E+009,-6.602458154788105E-001,-4.765161988583467E-001,
5.270000000000000E+009,-6.642737895659625E-001,-4.719423693099080E-001,
5.275000000000000E+009,-6.687166500184485E-001,-4.679282519367024E-001,
5.280000000000000E+009,-6.734117071248299E-001,-4.627039076855534E-001,
5.285000000000000E+009,-6.779299751043950E-001,-4.572561418294633E-001,
5.290000000000000E+009,-6.833609904513216E-001,-4.518741898051321E-001,
5.295000000000000E+009,-6.881916129652205E-001,-4.462569941538596E-001,
5.300000000000000E+009,-6.928861918480463E-001,-4.395688127719545E-001,
5.305000000000000E+009,-6.976221154478216E-001,-4.331376988103271E-001,
5.310000000000000E+009,-7.013993353897879E-001,-4.267315641208880E-001,
5.315000000000000E+009,-7.055033110648663E-001,-4.205164620870069E-001,
5.320000000000000E+009,-7.097211212212339E-001,-4.132093509604922E-001,
5.325000000000000E+009,-7.129609797627861E-001,-4.057261394930786E-001,
5.330000000000000E+009,-7.159272340468181E-001,-3.988058658028997E-001,
5.335000000000000E+009,-7.188280509659503E-001,-3.913574190074882E-001,
5.340000000000000E+009,-7.211519568108713E-001,-3.839351771062527E-001,
5.345000000000000E+009,-7.223800869150228E-001,-3.773145373231455E-001,
5.350000000000000E+009,-7.241831329707119E-001,-3.711935186192397E-001,
5.355000000000000E+009,-7.259054746085982E-001,-3.649484632961915E-001,
5.360000000000000E+009,-7.276217321052936E-001,-3.587300962460714E-001,
5.365000000000000E+009,-7.290520389505609E-001,-3.538135640963147E-001,
5.370000000000000E+009,-7.313471903642603E-001,-3.483081662664301E-001,
5.375000000000000E+009,-7.338147267907422E-001,-3.439035201210442E-001,
5.380000000000000E+009,-7.368851586475125E-001,-3.396526162030396E-001,
5.385000000000000E+009,-7.409681542143642E-001,-3.348071875047736E-001,
5.390000000000000E+009,-7.452157761934135E-001,-3.296662769263680E-001,
5.395000000000000E+009,-7.496037650516522E-001,-3.241547337574386E-001,
5.400000000000000E+009,-7.546304234945821E-001,-3.176662374315377E-001,
5.405000000000000E+009,-7.587506573106090E-001,-3.114112905187779E-001,
5.410000000000000E+009,-7.630807881083364E-001,-3.046170452325312E-001,
5.415000000000000E+009,-7.672049168848049E-001,-2.974304104118251E-001,
5.420000000000000E+009,-7.703078267531037E-001,-2.900251571270911E-001,
5.425000000000000E+009,-7.737594472975192E-001,-2.828111589286398E-001,
5.430000000000000E+009,-7.766498770890911E-001,-2.757787125100213E-001,
5.435000000000000E+009,-7.792830563588231E-001,-2.682499932747554E-001,
5.440000000000000E+009,-7.819080569385142E-001,-2.604602571693330E-001,
5.445000000000000E+009,-7.843675568085561E-001,-2.530065179018883E-001,
5.450000000000000E+009,-7.863223032564145E-001,-2.451107654536454E-001,
5.455000000000000E+009,-7.886313611273771E-001,-2.375230615557409E-001,
5.460000000000000E+009,-7.900783800789605E-001,-2.293485653099451E-001,
5.465000000000000E+009,-7.916916456996251E-001,-2.218223844547986E-001,
5.470000000000000E+009,-7.932023953263931E-001,-2.145012319417537E-001,
5.475000000000000E+009,-7.951733012792319E-001,-2.066734302408139E-001,
5.480000000000000E+009,-7.965793691586498E-001,-1.994809626591693E-001,
5.485000000000000E+009,-7.978779352232926E-001,-1.923165164268011E-001,
5.490000000000000E+009,-7.998602689005936E-001,-1.843211012268191E-001,
5.495000000000000E+009,-8.015482455938833E-001,-1.768133195082408E-001,
5.500000000000000E+009,-8.027859735646902E-001,-1.690015584304103E-001,
5.505000000000000E+009,-8.043116481162180E-001,-1.615566500535438E-001,
5.510000000000000E+009,-8.054561882330628E-001,-1.539964035147126E-001,
5.515000000000000E+009,-8.070539016230556E-001,-1.464728161410007E-001,
5.520000000000000E+009,-8.084764613903304E-001,-1.386051387047745E-001,
5.525000000000000E+009,-8.099247004444194E-001,-1.307345822525471E-001,
5.530000000000000E+009,-8.112582473704952E-001,-1.230351717460314E-001,
5.535000000000000E+009,-8.124695366871405E-001,-1.152891903250663E-001,
5.540000000000000E+009,-8.135394019182791E-001,-1.071190344142459E-001,
5.545000000000000E+009,-8.147522158985565E-001,-9.883128329424437E-002,
5.550000000000000E+009,-8.154288975281183E-001,-9.065078690114573E-002,
5.555000000000000E+009,-8.158183499739208E-001,-8.210244320291252E-002,
5.560000000000000E+009,-8.165364778051893E-001,-7.415207967841095E-002,
5.565000000000000E+009,-8.166664305312149E-001,-6.586527110753587E-002,
5.570000000000000E+009,-8.163321422067216E-001,-5.721413116673188E-002,
5.575000000000000E+009,-8.162718461347575E-001,-4.964274248355466E-002,
5.580000000000000E+009,-8.160175464533717E-001,-4.127036037640891E-002,
5.585000000000000E+009,-8.150746850588992E-001,-3.311622905113382E-002,
5.590000000000000E+009,-8.145512490393314E-001,-2.501916456325054E-002,
5.595000000000000E+009,-8.134958532011661E-001,-1.729827997799302E-002,
5.600000000000000E+009,-8.126103989948370E-001,-9.048169522707716E-003,
5.605000000000000E+009,-8.110001327947563E-001,-1.388760017481774E-003,
5.610000000000000E+009,-8.096643614378503E-001,6.060489941743566E-003,
5.615000000000000E+009,-8.082914630338371E-001,1.289306021491043E-002,
5.620000000000000E+009,-8.076729997450710E-001,2.041089839688864E-002,
5.625000000000000E+009,-8.066063977933441E-001,2.791745206336700E-002,
5.630000000000000E+009,-8.061220709300374E-001,3.572615470448688E-002,
5.635000000000000E+009,-8.049256750336460E-001,4.319000435481527E-002,
5.640000000000000E+009,-8.037085581252290E-001,5.124290990846399E-002,
5.645000000000000E+009,-8.024270347885525E-001,5.902782529176791E-002,
5.650000000000000E+009,-8.011016147204838E-001,6.659170515770728E-002,
5.655000000000000E+009,-7.993780757768875E-001,7.457255099916911E-002,
5.660000000000000E+009,-7.974659185589920E-001,8.201813151797474E-002,
5.665000000000000E+009,-7.953507609940741E-001,8.919938765775995E-002,
5.670000000000000E+009,-7.933129241475216E-001,9.664320665556607E-002,
5.675000000000000E+009,-7.915612149111730E-001,1.038557511860059E-001,
5.680000000000000E+009,-7.902741775528920E-001,1.106790181942718E-001,
5.685000000000000E+009,-7.887698055485863E-001,1.180588716285500E-001,
5.690000000000000E+009,-7.869745535715527E-001,1.258612016155698E-001,
5.695000000000000E+009,-7.846850196261859E-001,1.337928560308191E-001,
5.700000000000000E+009,-7.821435462119828E-001,1.412204822734126E-001,
5.705000000000000E+009,-7.795689992239702E-001,1.483450002047637E-001,
5.710000000000000E+009,-7.770014994536166E-001,1.557834537067302E-001,
5.715000000000000E+009,-7.740819173725484E-001,1.634294478764376E-001,
5.720000000000000E+009,-7.709341338259163E-001,1.712069635927010E-001,
5.725000000000000E+009,-7.674977287756717E-001,1.784459545001948E-001,
5.730000000000000E+009,-7.636967944179112E-001,1.857341763738037E-001,
5.735000000000000E+009,-7.597525565239818E-001,1.924719946287646E-001,
5.740000000000000E+009,-7.560764499505099E-001,1.992112668939008E-001,
5.745000000000000E+009,-7.519471896028546E-001,2.053505012468514E-001,
5.750000000000000E+009,-7.483916788486832E-001,2.118234342486099E-001,
5.755000000000000E+009,-7.448045396484349E-001,2.179072931380865E-001,
5.760000000000000E+009,-7.409453740203328E-001,2.241655527369797E-001,
5.765000000000000E+009,-7.376478674546853E-001,2.303982955964467E-001,
5.770000000000000E+009,-7.336318295185771E-001,2.370286508468275E-001,
5.775000000000000E+009,-7.294272091389324E-001,2.437244202911993E-001,
5.780000000000000E+009,-7.251439906464656E-001,2.498728299048924E-001,
5.785000000000000E+009,-7.211034058982977E-001,2.562533275781688E-001,
5.790000000000000E+009,-7.163607260823393E-001,2.620529976707222E-001,
5.795000000000000E+009,-7.120263718221229E-001,2.676311127855633E-001,
5.800000000000000E+009,-7.074233995318378E-001,2.729813029046334E-001,
5.805000000000000E+009,-7.033514321826000E-001,2.787052974095842E-001,
5.810000000000000E+009,-6.987526050388301E-001,2.843698195773103E-001,
5.815000000000000E+009,-6.939422211044215E-001,2.897133048803188E-001,
5.820000000000000E+009,-6.890374020968078E-001,2.952208445904853E-001,
5.825000000000000E+009,-6.837745461966985E-001,2.999748302495048E-001,
5.830000000000000E+009,-6.788014947781893E-001,3.046697231246485E-001,
5.835000000000000E+009,-6.733312340494801E-001,3.094138811791305E-001,
5.840000000000000E+009,-6.676981886568202E-001,3.133469487311542E-001,
5.845000000000000E+009,-6.622423331594152E-001,3.170956801834840E-001,
5.850000000000000E+009,-6.564290822172197E-001,3.207462910681957E-001,
5.855000000000000E+009,-6.503904557664744E-001,3.238422465345020E-001,
5.860000000000000E+009,-6.442333398474320E-001,3.262559146413371E-001,
5.865000000000000E+009,-6.386295117426883E-001,3.273112546854659E-001,
5.870000000000000E+009,-6.340825529896961E-001,3.284459948035995E-001,
5.875000000000000E+009,-6.299702084144458E-001,3.297228074731221E-001,
5.880000000000000E+009,-6.259961811780062E-001,3.307286291861520E-001,
5.885000000000000E+009,-6.228318580464517E-001,3.321515999501663E-001,
5.890000000000000E+009,-6.198851916198909E-001,3.336359852949492E-001,
5.895000000000000E+009,-6.168690673902258E-001,3.351603154514975E-001,
5.900000000000000E+009,-6.139711068987708E-001,3.366417226482648E-001,
5.905000000000000E+009,-6.116911113998160E-001,3.375680661179583E-001,
5.910000000000000E+009,-6.098374745285508E-001,3.383117288258296E-001,
5.915000000000000E+009,-6.091001781906746E-001,3.391870050314867E-001,
5.920000000000000E+009,-6.088830363859779E-001,3.399192925757986E-001,
5.925000000000000E+009,-6.096555477181727E-001,3.425684531870060E-001,
5.930000000000000E+009,-6.098421822291442E-001,3.460524272815171E-001,
5.935000000000000E+009,-6.100252355068260E-001,3.496483705293977E-001,
5.940000000000000E+009,-6.099138602716872E-001,3.534107553544473E-001,
5.945000000000000E+009,-6.093665818692685E-001,3.572674812979214E-001,
5.950000000000000E+009,-6.089639484303824E-001,3.616825559203292E-001,
5.955000000000000E+009,-6.086278114331981E-001,3.658009267266754E-001,
5.960000000000000E+009,-6.074988450606185E-001,3.706049214469435E-001,
5.965000000000000E+009,-6.068745745547528E-001,3.748679900696776E-001,
5.970000000000000E+009,-6.063200128040909E-001,3.797336363108699E-001,
5.975000000000000E+009,-6.056440072023075E-001,3.851365562692377E-001,
5.980000000000000E+009,-6.042064861082500E-001,3.907531132357990E-001,
5.985000000000000E+009,-6.026304461026628E-001,3.960856857164546E-001,
5.990000000000000E+009,-6.007084865053937E-001,4.013182961271261E-001,
5.995000000000000E+009,-5.986973117484205E-001,4.058986224011675E-001,
6.000000000000000E+009,-5.970149051792001E-001,4.106990808305005E-001,
